,Timestamp,Values
835,4/28/2020 19,349.2
836,4/28/2020 20,349.2
837,4/28/2020 21,349.2
838,4/28/2020 22,349.2
839,4/28/2020 23,349.2
840,4/29/2020 0,349.2
841,4/29/2020 1,349.2
842,4/29/2020 2,349.2
843,4/29/2020 3,349.2
844,4/29/2020 4,349.2
845,4/29/2020 5,349.2
846,4/29/2020 6,349.2
847,4/29/2020 7,349.2
848,4/29/2020 8,349.2
849,4/29/2020 9,349.2
850,4/29/2020 0,349.2
851,4/29/2020 1,349.2
852,4/29/2020 2,349.2
853,4/29/2020 3,349.2
854,4/29/2020 4,349.2
855,4/29/2020 5,349.2
856,4/29/2020 6,349.2
857,4/29/2020 7,349.2
858,4/29/2020 8,349.2
859,4/29/2020 9,349.2
860,4/29/2020 10,349.2
861,4/29/2020 11,349.2
862,4/29/2020 12,349.2
863,4/29/2020 13,349.2
864,4/29/2020 14,349.2
865,4/29/2020 15,349.2
866,4/29/2020 16,349.2
867,4/29/2020 17,349.2
868,4/29/2020 18,349.2
869,4/29/2020 19,349.2
870,4/29/2020 20,349.2
871,4/29/2020 21,349.2
872,4/29/2020 22,349.2
873,4/29/2020 23,349.2
874,4/30/2020 0,349.2
875,4/30/2020 1,349.2
876,4/30/2020 2,349.2
877,4/30/2020 3,349.2
878,4/30/2020 4,349.2
879,4/30/2020 5,349.2
880,4/30/2020 6,349.2
881,4/30/2020 7,349.2
882,4/30/2020 8,349.2
883,4/30/2020 9,349.2
884,4/30/2020 10,349.2
885,4/30/2020 11,349.2
886,4/30/2020 12,349.2
887,4/30/2020 13,349.2
888,4/30/2020 14,349.2
889,4/30/2020 15,349.2
890,4/30/2020 16,349.2
891,4/30/2020 17,349.2
892,4/30/2020 18,349.2
893,4/30/2020 19,349.2
894,4/30/2020 20,349.2
895,4/30/2020 21,349.2
896,4/30/2020 22,349.2
897,4/30/2020 23,349.2
898,5/1/2020 0,349.2
899,5/1/2020 1,349.2
900,5/1/2020 2,349.2
901,5/1/2020 3,349.2
902,5/1/2020 4,349.2
903,5/1/2020 5,349.2
904,5/1/2020 6,349.2
905,5/1/2020 7,349.2
906,5/1/2020 8,349.2
907,5/1/2020 9,349.2
908,5/1/2020 10,349.2
909,5/1/2020 11,349.2
910,5/1/2020 12,349.2
911,5/1/2020 13,349.2
912,5/1/2020 14,349.2
913,5/1/2020 15,349.2
914,5/1/2020 16,349.2
915,5/1/2020 17,349.2
916,5/1/2020 18,349.2
917,5/1/2020 19,349.2
918,5/1/2020 20,349.2
919,5/1/2020 21,349.2
920,5/1/2020 22,349.2
921,5/1/2020 23,349.2
922,5/2/2020 0,349.2
923,5/2/2020 1,349.2
924,5/2/2020 2,349.2
925,5/2/2020 3,349.2
926,5/2/2020 4,349.2
927,5/2/2020 5,349.2
928,5/2/2020 6,349.2
